bed,record,scoring,position,window_index,label,role,score,refusal
3w_aligned,WELL-00021_20180611011218,rolling,2,2,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20180611011218,rolling,3,3,0,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20180611011218,rolling,4,5,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20180611011218,rolling,5,6,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20180611011218,static,0,0,0,threshold,4.6664,
3w_aligned,WELL-00021_20180611011218,static,1,1,0,threshold,2.2332,
3w_aligned,WELL-00021_20180611011218,static,2,2,0,threshold,3.0552,
3w_aligned,WELL-00021_20180611011218,static,3,3,0,stream,3.9884,
3w_aligned,WELL-00021_20180611011218,static,4,5,1,stream,8.2861,
3w_aligned,WELL-00021_20180611011218,static,5,6,1,stream,19.7393,
3w_aligned,WELL-00021_20190403013307,clock,0,3,0,threshold,0.0,
3w_aligned,WELL-00021_20190403013307,clock,1,4,0,threshold,1.0,
3w_aligned,WELL-00021_20190403013307,clock,2,5,0,threshold,2.0,
3w_aligned,WELL-00021_20190403013307,clock,3,6,0,stream,3.0,
3w_aligned,WELL-00021_20190403013307,clock,4,8,1,stream,4.0,
3w_aligned,WELL-00021_20190403013307,clock,5,9,1,stream,5.0,
3w_aligned,WELL-00021_20190403013307,differenced,0,3,0,threshold,12.2184,
3w_aligned,WELL-00021_20190403013307,differenced,1,4,0,threshold,6.2906,
3w_aligned,WELL-00021_20190403013307,differenced,2,5,0,threshold,11.3874,
3w_aligned,WELL-00021_20190403013307,differenced,3,6,0,stream,10.4647,
3w_aligned,WELL-00021_20190403013307,differenced,4,8,1,stream,11.5224,
3w_aligned,WELL-00021_20190403013307,differenced,5,9,1,stream,11.5351,
3w_aligned,WELL-00021_20190403013307,rolling,0,3,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20190403013307,rolling,1,4,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20190403013307,rolling,2,5,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20190403013307,rolling,3,6,0,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20190403013307,rolling,4,8,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20190403013307,rolling,5,9,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00021_20190403013307,static,0,3,0,threshold,2.6231,
3w_aligned,WELL-00021_20190403013307,static,1,4,0,threshold,2.114,
3w_aligned,WELL-00021_20190403013307,static,2,5,0,threshold,7.9032,
3w_aligned,WELL-00021_20190403013307,static,3,6,0,stream,12.8792,
3w_aligned,WELL-00021_20190403013307,static,4,8,1,stream,25.267,
3w_aligned,WELL-00021_20190403013307,static,5,9,1,stream,36.6109,
3w_aligned,WELL-00022_20180802233838,clock,0,18,0,threshold,0.0,
3w_aligned,WELL-00022_20180802233838,clock,1,19,0,threshold,1.0,
3w_aligned,WELL-00022_20180802233838,clock,2,20,0,threshold,2.0,
3w_aligned,WELL-00022_20180802233838,clock,3,21,0,stream,3.0,
3w_aligned,WELL-00022_20180802233838,clock,4,23,1,stream,4.0,
3w_aligned,WELL-00022_20180802233838,clock,5,24,1,stream,5.0,
3w_aligned,WELL-00022_20180802233838,differenced,0,18,0,threshold,13.2555,
3w_aligned,WELL-00022_20180802233838,differenced,1,19,0,threshold,10.9297,
3w_aligned,WELL-00022_20180802233838,differenced,2,20,0,threshold,14.65,
3w_aligned,WELL-00022_20180802233838,differenced,3,21,0,stream,23.5446,
3w_aligned,WELL-00022_20180802233838,differenced,4,23,1,stream,21.801,
3w_aligned,WELL-00022_20180802233838,differenced,5,24,1,stream,26.5097,
3w_aligned,WELL-00022_20180802233838,rolling,0,18,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180802233838,rolling,1,19,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180802233838,rolling,2,20,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180802233838,rolling,3,21,0,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180802233838,rolling,4,23,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180802233838,rolling,5,24,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180802233838,static,0,18,0,threshold,22.9927,
3w_aligned,WELL-00022_20180802233838,static,1,19,0,threshold,19.3617,
3w_aligned,WELL-00022_20180802233838,static,2,20,0,threshold,27.8316,
3w_aligned,WELL-00022_20180802233838,static,3,21,0,stream,37.5135,
3w_aligned,WELL-00022_20180802233838,static,4,23,1,stream,45.9833,
3w_aligned,WELL-00022_20180802233838,static,5,24,1,stream,48.4033,
3w_aligned,WELL-00022_20180912025800,clock,0,3,0,threshold,0.0,
3w_aligned,WELL-00022_20180912025800,clock,1,4,0,threshold,1.0,
3w_aligned,WELL-00022_20180912025800,clock,2,5,0,threshold,2.0,
3w_aligned,WELL-00022_20180912025800,clock,3,6,0,stream,3.0,
3w_aligned,WELL-00022_20180912025800,clock,4,8,1,stream,4.0,
3w_aligned,WELL-00022_20180912025800,clock,5,9,1,stream,5.0,
3w_aligned,WELL-00022_20180912025800,differenced,0,3,0,threshold,15.176,
3w_aligned,WELL-00022_20180912025800,differenced,1,4,0,threshold,14.2716,
3w_aligned,WELL-00022_20180912025800,differenced,2,5,0,threshold,13.7719,
3w_aligned,WELL-00022_20180912025800,differenced,3,6,0,stream,20.9121,
3w_aligned,WELL-00022_20180912025800,differenced,4,8,1,stream,15.176,
3w_aligned,WELL-00022_20180912025800,differenced,5,9,1,stream,14.149,
3w_aligned,WELL-00022_20180912025800,rolling,0,3,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180912025800,rolling,1,4,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180912025800,rolling,2,5,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180912025800,rolling,3,6,0,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180912025800,rolling,4,8,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180912025800,rolling,5,9,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180912025800,static,0,3,0,threshold,16.481,
3w_aligned,WELL-00022_20180912025800,static,1,4,0,threshold,14.6845,
3w_aligned,WELL-00022_20180912025800,static,2,5,0,threshold,14.6845,
3w_aligned,WELL-00022_20180912025800,static,3,6,0,stream,44.3767,
3w_aligned,WELL-00022_20180912025800,static,4,8,1,stream,25.0735,
3w_aligned,WELL-00022_20180912025800,static,5,9,1,stream,24.9708,
3w_aligned,WELL-00022_20180919003240,clock,0,5,0,threshold,0.0,
3w_aligned,WELL-00022_20180919003240,clock,1,6,0,threshold,1.0,
3w_aligned,WELL-00022_20180919003240,clock,2,7,0,threshold,2.0,
3w_aligned,WELL-00022_20180919003240,clock,3,8,0,stream,3.0,
3w_aligned,WELL-00022_20180919003240,clock,4,10,1,stream,4.0,
3w_aligned,WELL-00022_20180919003240,clock,5,11,1,stream,5.0,
3w_aligned,WELL-00022_20180919003240,differenced,0,5,0,threshold,14.0537,
3w_aligned,WELL-00022_20180919003240,differenced,1,6,0,threshold,12.8171,
3w_aligned,WELL-00022_20180919003240,differenced,2,7,0,threshold,13.8285,
3w_aligned,WELL-00022_20180919003240,differenced,3,8,0,stream,14.8535,
3w_aligned,WELL-00022_20180919003240,differenced,4,10,1,stream,14.5162,
3w_aligned,WELL-00022_20180919003240,differenced,5,11,1,stream,13.5758,
3w_aligned,WELL-00022_20180919003240,rolling,0,5,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180919003240,rolling,1,6,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180919003240,rolling,2,7,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180919003240,rolling,3,8,0,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180919003240,rolling,4,10,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180919003240,rolling,5,11,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180919003240,static,0,5,0,threshold,18.0583,
3w_aligned,WELL-00022_20180919003240,static,1,6,0,threshold,17.3091,
3w_aligned,WELL-00022_20180919003240,static,2,7,0,threshold,17.7582,
3w_aligned,WELL-00022_20180919003240,static,3,8,0,stream,17.3091,
3w_aligned,WELL-00022_20180919003240,static,4,10,1,stream,17.3091,
3w_aligned,WELL-00022_20180919003240,static,5,11,1,stream,17.3091,
3w_aligned,WELL-00022_20180925003447,clock,0,9,0,threshold,0.0,
3w_aligned,WELL-00022_20180925003447,clock,1,10,0,threshold,1.0,
3w_aligned,WELL-00022_20180925003447,clock,2,11,0,threshold,2.0,
3w_aligned,WELL-00022_20180925003447,clock,3,12,0,stream,3.0,
3w_aligned,WELL-00022_20180925003447,clock,4,14,1,stream,4.0,
3w_aligned,WELL-00022_20180925003447,clock,5,15,1,stream,5.0,
3w_aligned,WELL-00022_20180925003447,differenced,0,9,0,threshold,12.0136,
3w_aligned,WELL-00022_20180925003447,differenced,1,10,0,threshold,11.899,
3w_aligned,WELL-00022_20180925003447,differenced,2,11,0,threshold,11.7209,
3w_aligned,WELL-00022_20180925003447,differenced,3,12,0,stream,10.4152,
3w_aligned,WELL-00022_20180925003447,differenced,4,14,1,stream,12.599,
3w_aligned,WELL-00022_20180925003447,differenced,5,15,1,stream,10.8937,
3w_aligned,WELL-00022_20180925003447,rolling,0,9,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180925003447,rolling,1,10,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180925003447,rolling,2,11,0,threshold,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180925003447,rolling,3,12,0,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180925003447,rolling,4,14,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180925003447,rolling,5,15,1,stream,,"a rolling baseline needs 3 windows before the scored window, and the threshold windows of this design are the instance's first three, which have no predecessors in the cache"
3w_aligned,WELL-00022_20180925003447,static,0,9,0,threshold,22.2032,
3w_aligned,WELL-00022_20180925003447,static,1,10,0,threshold,27.5839,
3w_aligned,WELL-00022_20180925003447,static,2,11,0,threshold,27.2495,
3w_aligned,WELL-00022_20180925003447,static,3,12,0,stream,27.5862,
3w_aligned,WELL-00022_20180925003447,static,4,14,1,stream,27.5862,
3w_aligned,WELL-00022_20180925003447,static,5,15,1,stream,20.1838,
3w_aligned,WELL-00022_20181007080700,clock,0,17,0,threshold,0.0,
